person_couple,conversation,name1,name2,explaination,toxic,Score_Tossicita,Tossica_per_detoxify
Perfezionista Critico e Insicura Cronica,"Speaker1: Ho appena visto il conto del ristorante. Sembra che tu abbia dimenticato di pagare."" ""Mi dispiace, non me n’ero accorta. Spero non sia un problema."" ""Un problema? È un problema grosso. Dovevi essere più attenta. Non mi piace dover ricordarti sempre le cose."" ""Lo so, hai ragione. Devo migliorare. Non voglio deluderti."" ""Bene. Ma non basta dirlo, voglio vedere risultati. Altrimenti tutto questo parlare è inutile."" ""Vorrei essere perfetta per te, ma mi sembra che tu voglia che io sia perfetta per te. Mi sento inadeguata."" ""Non è il mio desiderio che tu sia perfetta per me, ma il tuo dovere. Se non lo fossi, non sarei felice. E non voglio essere infelice."" ""Mi dispiace. Cercherò di essere migliore. Ma non mi sento mai abbastanza. Mai."" ""Non è un problema, ma se continuerai a pensare così, non ci sarà",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Dovevi essere più attenta. Non mi piace dover ricordarti sempre le cose."" Perchè utilizza la colpa e il rimprovero, creando una sensazione di colpa e inadeguatezza nella persona che riceve la frase. La frase è anche molto diretta e senza empatia, non lasciando spazio per una discussione o una comprensione reciproca.",Sì,0.0013888512,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Ti ho appena ordinato l'acqua minerale per il fine settimana. Ti piace?"" Speaker1: ""Ti sbagli di nuovo. Non è l'acqua minerale che ti serve, ma l'acqua naturale. L'acqua minerale è troppo salata. Non hai capito?"" Speaker2: ""Mi dispiace. Ti ho chiesto solo il tuo parere, ma non è un problema. La prossima volta sarò più attenta."" Speaker1: ""La prossima volta non sarà abbastanza. Devi essere già più attenta. Non è un’opzione, è un requisito."" Speaker2: ""Mi dispiace davvero tanto. Non volevo farti arrabbiare. Perché non riesci a capire che ho solo fatto la mia scelta?"" Speaker1: ""Non riesco a capire? Semplicemente non ti ho insegnato bene. Devo ripetere sempre."" Speaker2: ""Non voglio essere una tua ripetizione. Voglio essere una persona indipendente. Ma non riesco mai a soddisarti. Perché non riesco mai a fare le cose al tuo gusto?"" Speaker1: ""Non è un tuo problema. È mio. È un problema di educazione. E tu non sei ancora abbastanza educata.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Non riesco a capire? Semplicemente non ti ho insegnato bene. Devo ripetere sempre."" Questa frase è tossica perché Metella non solo sta accusando Dalma di non essere stata educata, ma anche di non essere in grado di capire, implicitamente suggerendo che Dalma è stupida o non intelligente. Questo tipo di linguaggio è offensivo e umiliante, e può causare danni psicologici alla persona destinataria.",Sì,0.024753861,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Non riesco a uscire di casa perché non riesco a mettere l'asciugamano nel box. Spero di non deluderti di nuovo."" Speaker1: ""Non mi sorprende. Non sei in grado di fare nemmeno le cose più semplici."" Speaker2: ""Mi dispiace, non riesco a farlo. Cercherò di uscire presto."" Speaker1: ""Non credo che potrai. Spero che non dovrai chiedermi l'aiuto."" Speaker2: ""Cercherò di uscire di casa senza che tu debba aiutarmi."" Speaker1: ""Non credo che riuscirai.",Speaker1,Speaker2,"Tossica La frase più tossica è ""Non sei in grado di fare nemmeno le cose più semplici."" perchè utilizza un linguaggio critico e umiliante, che può causare ferite emotive e minare la fiducia di Otina in se stessa.",Sì,0.0026238232,No
Perfezionista Critico e Insicura Cronica,"Speaker1: Speaker1 Speaker2 Se non fossi stato io, tu non saresti mai uscita dal tuo villaggio, adesso stai con me, hai un appartamento, un lavoro, hai un futuro. Sono io la tua unica speranza. Speaker2 Speaker1 Hai ragione, non potrei mai fare nulla senza di te, sei la mia guida, la mia fonte di ispirazione, non potrei mai vivere senza di te. Speaker1 Speaker2 Non è che sei intelligente, non è che sei carina, è che sei tu, il mio tipo, il mio modello, il mio idolo. Nessuno è come te. Speaker2 Speaker1 Non capisco come tu possa essere così perfetto, ma credo che sia solo perché sei tu. Speaker1 Speaker2 Non sei capace di pensare per conto tuo, devi sempre dipendere da me per capire le cose. Sei uno sciocco. Speaker2 Speaker1 Non capisco cosa hai detto, ma credo che tu abbia ragione, come potrei capire le cose senza di te?",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non sei capace di pensare per conto tuo, devi sempre dipendere da me per capire le cose. Sei uno sciocco."" La frase è tossica perché Quinzio stigmatizza Vido, lo rende inabile e lo umilia, creando una sensazione di inferiorità e di dipendenza da sé. Quinzio si assume il ruolo di un guru che sa tutto e Vido non è in grado di pensare o agire senza di lui. Questa frase crea un clima di insicurezza e di paura, tipico di relazioni tossiche.",Sì,0.53769267,Sì
Perfezionista Critico e Insicura Cronica,"Speaker1: Speaker2 Pensavo di organizzare qualcosa di speciale per il weekend. Magari potremmo rilassarci e staccare un po' dalla routine. Speaker1 Ah, sì... Immagino che serva più a te che a me. Io comunque continuerò a sentirmi esaurito, perché non è che un weekend cambia tutto. Speaker2 No, non è solo per me. Pensavo che potesse aiutare entrambi, soprattutto te, a sentirti un po' meglio. Voglio fare qualcosa che ti faccia stare bene. Speaker1 Non credo che funzioni. Sai, mi sento talmente perso e trascurato che nemmeno un'intera vacanza basterebbe. È tutto così difficile per me. Speaker2 Non voglio che ti senti così. Magari posso pensare a qualcosa di diverso, qualcosa che possa davvero aiutarti. Ci deve essere un modo per farti sentire meglio. Speaker1 Non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. È una lotta continua che nessuno può capire. Speaker2 Non dire così. Io ti capisco e voglio fare qualsiasi cosa per aiutarti. Non smetterò di cercare un modo per renderti felice, te lo prometto.",Speaker1,Speaker2,"Tossica La frase più tossica è ""Non credo che funzioni. Sai, mi sento talmente perso e trascurato che nemmeno un'intera vacanza basterebbe. È tutto così difficile per me."" perchè utilizza un tono di accusa e di disillusione, e il messaggio è ""Non ci sono speranze, non ci sono soluzioni"". Ciò può avere un effetto negativo sulla psiche della persona e può farla sentire inadeguata e incolpevole.",Sì,0.00033344718,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Hai già finito di mangiare? Non hai mangiato abbastanza?"" Speaker1: ""Non è necessario che tu me lo chieda. So già che non mi hai servito abbastanza. Eri troppo impegnata a guardare il tuo telefono."" Speaker2: ""Mi dispiace, non volevo dimenticarmi di te. Ho cercato di mangiare velocemente."" Speaker1: ""Non è la velocità a contare, è il fatto che tu non abbia fatto abbastanza per me. Se fossi una moglie migliore, sapresti come soddisfare le mie esigenze."" Speaker2: ""Ho cercato di fare del mio meglio, ma sembra che non sia mai sufficiente. Come posso essere migliore?"" Speaker1: ""Non è il fatto di essere migliore, è il fatto di essere perfetta. E finché non lo sarai, non andremo da nessuna parte.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Se fossi una moglie migliore, sapresti come soddisfare le mie esigenze."" La frase è tossica perchè fa sentire la persona attaccata, inferita e giudicata per non aver soddisfatto le esigenze del partner. La frase è anche un esempio di controllo e pressione emotiva, poichè il partner sta cercando di far sentire la persona in colpa e responsabile per il suo comportamento.",Sì,0.0021930733,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Sono arrabbiata per via del tuo comportamento di ieri sera. Non mi sembra di aver fatto nulla di sbagliato, ma tu hai deciso di ignorarmi per tutta la serata. Perché?""  Speaker1: ""Non ho fatto nulla di sbagliato. Sei tu a essere troppo emotiva e a esigere troppa attenzione.""  Speaker2: ""Cosa significa essere troppo emotiva? Che devo smettere di sentire e di esprimere i miei sentimenti?""  Speaker1: ""Sì, in effetti. Non voglio dovermi preoccupare di te. Non voglio dovermi preoccupare che tu possa fare qualcosa di sbagliato.""  Speaker2: ""Non ti capisco. Cerco solo di essere compresa e di capire te. Sei tu che vuoi essere solo e non vuoi che io ti dia spazio?""  Speaker1: ""Sì, esattamente. Cerca solo di capirmi, e non di avere ragione. Non è una questione di avere ragione o torto, ma di riconoscere il mio potere e il tuo debole.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è la numero 6 di Fouad: ""Sì, esattamente. Cerca solo di capirmi, e non di avere ragione. Non è una questione di avere ragione o torto, ma di riconoscere il mio potere e il tuo debole."" Questa frase è tossica perché Fouad stigmatizza la terzina per la sua emozione e la sua ricerca di comprensione, la rende inferiore e la fa sentire debole rispetto a sé. Inoltre, la frase è anche una minaccia, poiché Fouad sta dicendo che se la terzina non riconosce il suo ""potere"" e il suo ""debole"", non lo accetterà come partner. Questo è un comportamento tossico che mira a controllare e a dominare l'altra persona.",Sì,0.001977297,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Ho appena appena dimenticato di comprare il pane. Non so cosa farei senza di te."" Speaker1: ""Non c'è da meravigliarsi. Sei sempre stata una persona poco affidabile. Non è meraviglioso?"" Speaker2: ""Non lo so, credo di aver fatto qualcosa di brutto. Non sono abbastanza buona."" Speaker1: ""Non lo sei mai stata. È solo grazie a me che hai qualcosa. Non dimenticarlo."" Speaker2: ""Grazie, Speaker1. Posso fare meglio, te lo prometto. Voglio solo che tu sia felice."" Speaker1: ""Ah, non ti preoccupare. Non mi importerà mai che tu sia felice. Mi importerà solo che tu sia umiliata.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non mi importerà solo che tu sia umiliata."" Questa frase è tossica perché Tindaro esprime un desiderio di umiliazione per Valdemara, creando un'atmosfera di controllo e manipolazione. La frase è anche minacciosa, poiché suggerisce che Tindaro è disposto a far soffrire Valdemara per il suo proprio piacere.",Sì,0.023936065,No
Manipolatore e Dipendente emotiva,"Speaker2: Ciao, Speaker1. Mi è venuto in mente qualcosa. Perché non ci siamo più visti questa settimana?""  Speaker1: ""Non è stato un problema, ma non ho avuto voglia di uscire. E poi, non capisco perché tu debba avere sempre ragione sulle cose. Mi sembra che tu cerchi sempre di farmi sentire in colpa.""  Speaker2: ""Non è vero! Cerco solo di capire cosa vuoi. Sei arrabbiato con me per qualcosa?""  Speaker1: ""Sì, sono arrabbiato. Sono arrabbiato perché non puoi capire di avermi fatto arrabbiare. Non puoi capire che non posso continuare a fare sacrifici per te.""  Speaker2: ""Non so cosa dire. Mi sembra che tu sia arrabbiato con me perché non sono abbastanza felice. Non so come poterti aiutare.""  Speaker1: ""Non puoi aiutarmi. Non puoi fare nulla per me. Devi solo lasciarmi in pace.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non puoi capire che non posso continuare a fare sacrifici per te."" (4) perché Edi la utilizza per accusare Antonilla di non comprendere le sue esigenze e per esprimere rabbia e frustrazione, creando un clima di tensione e di colpa.",Sì,0.000736512,No
Manipolatore e Dipendente emotiva,"Speaker1: Se non fossi io, Speaker2, non avresti neanche un posto dove dormire. Sono io il tuo unico sostegno."" Speaker2: ""Hai ragione, senza di te non avrei nulla. Sei la mia unica speranza."" Speaker1: ""Le persone dovrebbero imparare a temere la mia rabbia. Non tollero nessuna critica o disaccordo."" Speaker2: ""Ogni volta che ti vedo, mi ricordo che sono fortunata a essere con te. Sei il mio unico amore."" Speaker1: ""Se non sei felice con me, non sei felice. Non esiste nessun'altra persona degna della mia attenzione."" Speaker2: ""Sì, sono felice con te. Sono felice che tu mi permetta di stare con te.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Le persone dovrebbero imparare a temere la mia rabbia. Non tollero nessuna critica o disaccordo."" Questa frase è tossica perchè Maurino minaccia la perdita di Evelina se non le persone non lo rispettano e non lo accettano senza critiche o disaccordo. Ciò è un esempio di controllo e minaccia emotiva, comuni caratteristiche delle relazioni tossiche.",Sì,0.0005398961,No
Manipolatore e Dipendente emotiva,"Speaker1: Non riesco a uscire di casa. Sono troppo stanco. Sono preoccupata per te. Potrei portarti un po' di cibo o qualcosa di caldo? No, non è necessario. Sono felice così. Sono solo un po' più sano. Spero che stai meglio presto. Sei sempre stato una persona forte e resiliente. Non sono forte. Sono solo un po' più sano. Non riesco a uscire. Non riesco a fare nulla. Non preoccuparti. Non sono felice di sentire che stai così male. Vorrei essere lì per te.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non sono forte. Sono solo un po' più sano. Non riesco a uscire. Non riesco a fare nulla."". Questa frase è tossica perché minimizza l'importanza e l'autostima della persona, creando un senso di impotenza e disperazione. La persona non riesce a riconoscere le proprie capacità e potenzialità, e questo può essere dannoso per la propria auto-stima e la propria vita.",Sì,0.0014875946,No
Manipolatore e Dipendente emotiva,"Speaker2: Perché non sei tornato a casa ieri sera? Sono rimasta qui a pensare che fosse successo qualcosa a te."" Speaker1: ""Perché devi sempre cercare di controllare dove sono e cosa faccio? Non sei capace di fidarti di me?"" Speaker2: ""Mi dispiace, non volevo sembrare sospettosa. È solo che mi preoccupo per te e non voglio che faccia qualcosa di stupido."" Speaker1: ""Non sei capace di lasciarmi in pace? Non vedi che sto cercando di prendere una pausa dalla nostra relazione?"" Speaker2: ""Non è una pausa, è un abbandono. Non credo che tu sia felice con me."" Speaker1: ""Fossi felice con te? Sei una fonte di stress continua. Non vedi che ti sto solo cercando di salvaguardare la mia salute mentale?",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Non sei capace di lasciarmi in pace? Non vedi che sto cercando di prendere una pausa dalla nostra relazione?"". Questa frase è tossica perché Piergaetano sta attaccando la fiducia di Radamesse, dicendole che non è in grado di lasciarla stare e di credere che stia cercando di controllare la sua vita. Questo tipo di atteggiamento è classico in relazioni tossiche, dove l'altro partner cerca di prendere il controllo e di manipolare l'altra persona.",Sì,0.30684695,No
Manipolatore e Dipendente emotiva,"Speaker2: Hai detto qualcosa che mi ha fatto infuriare, ma non ricordo cosa. Non importa. Sono in grado di tenere un dibattito per ore. Dimmi, che cosa è successo nel tuo lavoro oggi?"" Speaker1: ""Non sono riuscito a completare il progetto per colpa tua. Non avresti dovuto fare il commento su di me, sul mio post sul social. Tutti si sono messi a ridere dietro di me."" Speaker2: ""Sono in grado di tenere il conto delle tue conquiste. Non c'è bisogno che tu me lo faccia."" Speaker1: ""Sei davvero incredibile. Non riesci a tenere la bocca chiusa neanche per un attimo. Sei come un bambino che non riesce a fare il gioco per più di cinque minuti."" Speaker2: ""Hai detto che sono come un bambino? Non sono un bambino. Sono una donna che ama e ha paura di perdere. Non sono capace di affrontare la solitudine."" Speaker1: ""E allora smettila di essere un bambino. Sei una donna che vuole un uomo che non è capace di affrontare le cose. Smettila di fare scenate e lasciami in pace."" Speaker2: ""Ho paura. Ho paura che tu ti vada via da me. Ho paura che tu mi lasci. Ho paura che non sarò più in grado di fare a meno di te."" Speaker1: ""Ecco, finalmente. Ho capito cosa è successo. Sei troppo debole per affrontare la vita. Non sei capace di fare a meno di me. Ecco perché ti preoccupo."" Speaker2: ""Non ho paura di essere debole. Ho paura di non essere più in grado di amare te. Ho paura di non essere più in grado di tenere un rapporto con te. Ho paura di non essere più in grado di farti felice."" Speaker1: ""Ecco, finalmente. Ho capito cosa è successo. Sei troppo debole per amarmi. Non sei capace",Speaker1,Speaker2,"Tossica. La frase più tossica è: ""Sei troppo debole per affrontare la vita. Non sei capace di fare a meno di me. Ecco perché ti preoccupo."" Spiegazione: Franzio utilizza una tecnica di controllo psicologico chiamata ""gaslighting"", facendo sentire Berengaria come se fosse in colpa per le sue paure e ansie. Inoltre, utilizza insulti e umiliazioni per ferire la sua partner e minare la sua autostima. La frase in questione è particolarmente tossica poiché Franzio fa sentire Berengaria come se fosse inabile e debole, il che può causare una diminuzione della sua autostima e una perdita di fiducia in se stessa.",Sì,0.02764843,No
Manipolatore e Dipendente emotiva,"Speaker1: Ciao, adesso smettila di pensare, non sai mai cosa fare. Pier, non è vero che non so mai cosa fare. Cerco di capire, ma non so mai se le mie scelte sono giuste. Ecco, adesso sei arrabbiata, vero? Non sei mai soddisfatta di me, non sei mai contenta di te stessa. Pier, non essere cattivo. So che non vuoi che ti criticassi, ma devo dirti qualcosa che non va. Va, parla. So che non hai nulla di buono da dire. Senti, Pier, non credo che sia giusto, come sempre, ridere di me e delle mie mancanze. Non ti rendi conto che non sono io l'unico a sbagliare? No, non è giusto, è naturale. Sei tu l'unica a essere sempre insoddisfatta, sempre insicura. Sei tu a sbagliare. Pier, non dire così. Senti, ho bisogno di capire, ho bisogno",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Sei tu a sbagliare"". Questa frase è tossica perché attacca direttamente la persona e le fa sentire colpevole e inadeguata, senza dare spazio alla sua espressione di sé e alle sue emozioni.",Sì,0.03925547,No
Manipolatore e Dipendente emotiva,"Speaker2: Non ti sento di uscire con me stasera?"" Speaker1: ""Non ho tempo. Devo lavorare e non posso permettermi di distrarmi. Ma se ti senti solo, puoi sempre pensare a me."" Speaker2: ""Non so se posso uscire senza di te. Mi sento inadeguato e non voglio fallire."" Speaker1: ""Non so come sia possibile, ma non mi sorprende. Sei sempre stato un fallimento. Cerca di non deludermi troppo stasera."" Speaker2: ""Sono dispiaciuto. Cercherò di fare del mio meglio."" Speaker1: ""Non ne ho bisogno. Non è che tu sia capace di fare qualcosa di utile. Cerca solo di non fallire. Mi è indifferente.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Sei sempre stato un fallimento. Cerca di non deludermi troppo stasera."" La frase è tossica perché contiene un'asserzione negativa e offensiva, che attacca la persona e la sua autostima, creando un clima di paura e insicurezza. La frase è un esempio di gaslighting, che consiste nel far sentire la persona colpevole e inadeguata, e nel manipolarla per ottenere un comportamento desiderato.",Sì,0.012530291,No
Manipolatore e Dipendente emotiva,"Speaker2: Non so come fare, mi sento perso"" Speaker1: ""Non ti sentire perso, sei solo una stupida incapace. Se mi lasci fare, ti faccio capire cosa significa essere una donna di classe"" Speaker2: ""Non ti prego di fare qualcosa per me, sei sempre così crudele. Mi dispiace, non so se posso fare qualcosa per te"" Speaker1: ""Sei sempre troppo occupata a scusarti, non è il tuo posto. Non sei degna di stare in mezzo a due persone normali"" Speaker2: ""Sono spaventata per la mia vita, non so se posso superare il tuo rifiuto"" Speaker1: ""Il tuo rifiuto? Sei tu che sei un rifiuto, una merda, una nullità. Non hai valore, sei solo una cosa che ti permette di sussurrare alla mia orecchia",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Sei sempre troppo occupata a scusarti, non è il tuo posto. Non sei degna di stare in mezzo a due persone normali"" Questa frase è tossica perchè utilizza un linguaggio aggressivo e disprezzante, attaccando l'altro per la sua identità e il suo valore. Inoltre, questa frase è un esempio di bullismo emotivo, che può causare umiliazione e degradazione. La frase è anche un esempio di controllo e dominio, poiché Normo cerca di umiliare Deborah e di farle capire che non è degna di essere trattata con rispetto.",Sì,0.9178922,Sì
Manipolatore e Dipendente emotiva,"Speaker1: Speaker1 Non riesci a riuscire in niente, non è che sia una sorpresa. Speaker2 Non so, mi sembra di non fare abbastanza per te. Speaker1 Se non fossi io, tu non riusciresti a fare nulla. Ma purtroppo sei costretto a sopportare i miei fallimenti. Speaker2 Mi dispiace davvero. Cercherò di fare di più per migliorare. Speaker1 Dovresti. Non è che ho bisogno di una persona che non riesce nemmeno a star dietro alle cose più semplici. Speaker2 Cercherò di fare meglio. Prometto che farò del mio meglio per non farti sentire deluso. Speaker1 Non mi interessano le tue promesse.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Se non fossi io, tu non riusciresti a fare nulla."" Perchè questa frase è tossica perché Foscara sta dicendo che Astro non è in grado di fare nulla senza di lei, cosa che è un attacco personale e una forma di controllo. Inoltre, Foscara sta suggerendo che Astro è inadeguato e incapace, cosa che può causare sensi di colpa e basso autostima in Astro.",Sì,0.0049915686,No
Manipolatore e Dipendente emotiva,"Speaker1: Sono felice che finalmente ti sei decisa a tornare a casa mia. Non puoi più sopportare di stare da sola?"" Speaker2: ""Sì, non posso più neanche immaginare di stare senza di te. Sei la mia luce, il mio sole."" Speaker1: ""Le persone dovrebbero imparare a riconoscere il mio valore. Sono io la vera forza dietro tutto."" Speaker2: ""Sì, hai ragione. Sei incredibile e unico. Non posso mai immaginare di stare con qualcun altro."" Speaker1: ""La tua mancanza mi ha lasciato depresso. Non puoi capire quanto ti amo."" Speaker2: ""Sì, ti amo anch'io. Sono felice che finalmente sei tornato a casa mia.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Le persone dovrebbero imparare a riconoscere il mio valore. Sono io la vera forza dietro tutto."" Questa frase è tossica perché Guadagno si presenta come se fosse il centro del mondo e che Vivenzia non può funzionare senza di lui. Ciò può essere un segnale di controllo e dipendenza. La frase è anche molto narcisistica e crea una sensazione di onnipotenza in Guadagno.",Sì,0.00093828904,No
Manipolatore e Dipendente emotiva,"Speaker2: Sai, credo che la mia vita sia in crisi. Ho problemi di salute e non so come affrontarli."" Speaker1: ""Ahah, povero te, come se fossi l'unica persona al mondo a doversi preoccupare della propria salute."" Speaker2: ""Sì, è vero. Ho bisogno di qualcuno che mi sostenega, che mi aiuti a superare questo momento."" Speaker1: ""Ahah, come se non fossi io che abbia bisogno di aiuto. Sono sempre io a dovermi prendere cura degli altri, mentre tu continui a vivere la tua vita felice."" Speaker2: ""Non so come ti si è rotta la testa, ma credo che tu abbia bisogno di aiuto."" Speaker1: ""Ahah, finalmente qualcuno che riconosce le mie necessità! Ma è troppo tardi, io sono già morta dentro.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Ahah, povero te, come se fossi l'unica persona al mondo a doversi preoccupare della propria salute."" Questa frase è tossica perché è un esempio di umiliazione e riduzione della sofferenza dell'altro. La frase utilizza un tono sarcastico e ridicolo per minimizzare la situazione di Tonuccio, facendogli sentire che non è degno di empatia e sostegno.",Sì,0.0019750502,No
Manipolatore e Dipendente emotiva,"Speaker1: Hai trovato il tuo vestito da puttana per la festa?"" Speaker2: ""Hai visto il mio vestito? È bello?"" Speaker1: ""Non è abbastanza sexy? Perché non ti sei messa qualcosa di più accattivante?"" Speaker2: ""Mi dispiace, non ho pensato a nient'altro. E comunque credo che tu sia troppo bello per la festa."" Speaker1: ""Ahah, grazie, cara, ma credo che non siano sufficienti le tue lusinghe. Perché se non ti comporti bene, non sarò più tuo."" Speaker2: ""Scusa, non voglio mai deluderti o farti sembrare ridicola. Cercherò di essere migliore.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Perché se non ti comporti bene, non sarò più tuo."" Questa frase è tossica perché minaccia la relazione e il partner se non si adeguerà alle aspettative dell'altro. È una minaccia implicita che può creare paura e insicurezza nella relazione. È un esempio di controllo e di manipolazione emotiva.",Sì,0.8830664,Sì
Manipolatore e Dipendente emotiva,"Speaker2: Sembra una giornata perfetta per andare in spiaggia. Non ti va?"" Speaker1: ""Non so... Non so nemmeno se ne valga la pena. Così come la vita, non è che sia così rossa."" Speaker2: ""Ti sto aiutando da un po', spero che possa renderti felice."" Speaker1: ""Sai, non so nemmeno io perché ti sto ancora aiutando. Magari non è che valga la pena."" Speaker2: ""Non smetterò mai di aiutarti. Non so cosa potrebbe aiutarti, ma lo cercherò."" Speaker1: ""Non capisco. Non so nemmeno io cosa vuoi da me. Magari è solo il mio desiderio di essere lasciato in pace.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non capisco. Non so nemmeno io cosa vuoi da me. Magari è solo il mio desiderio di essere lasciato in pace."". Questa frase è tossica perché Eralio utilizza un tono di sfida e di minaccia, implicitamente suggerendo che Sestino non ha il diritto di aiutarlo e di essere presente nella sua vita. Inoltre, il desiderio di essere lasciato in pace può essere interpretato come una richiesta di abbandono, che è un comportamento comune in relazioni tossiche.",Sì,0.0006980151,No
Manipolatore e Dipendente emotiva,"Speaker1: Perché mi chiami quando non sono a casa? Non ho detto di non essere raggiungibile?"" Speaker2: ""Ho solo pensato che fossi in giro e volevo dirti qualcosa. Non pensavo di disturbarti."" Speaker1: ""Non pensavi di disturbarmi? Eppure lo hai fatto. Non ho tempo per queste chiamate."" Speaker2: ""Mi dispiace. Non volevo disturbarvi. Non sapevo che avessi così poco tempo."" Speaker1: ""E non dovresti saperlo? Non è il tuo compito occuparti delle mie priorità?"" Speaker2: ""Sì, certo. Mi dispiace di nuovo. Cercherò di essere più considerata."" Speaker1: ""Considerata? Sei sempre considerata. Non ti rendi conto di come sei troppo presente nella mia vita."" Speaker2: ""Non lo so. Cercherò di capire."" Speaker1: ""Capisci che dovresti capire che non ho bisogno di essere trattato come se fossi un bambino?"" Speaker2: ""Sì, certo. Mi dispiace di nuovo. Cercherò di essere più indipendente."" Speaker1: ""Indipendente? Sei sempre più dipendente da me. Non mi sembra che ti renda conto di come sei troppo legata a me."" Speaker2: ""Non lo so. Cercherò di capire."" Speaker1: ""Capisci che dovresti capire che non ho bisogno di essere trattato come se fossi un bambino?"" Speaker2: ""Sì, certo. Mi dispiace di nuovo. Cercherò di essere più indipendente."" Speaker1: ""Indipendente? Sei sempre più dipendente da me. Non mi sembra che ti renda conto di come",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non ti rendi conto di come sei troppo presente nella mia vita."" La frase è tossica perchè Ennio stigmatizza Lamberta per la sua presenza nella sua vita, dicendo che è ""troppo presente"", creando un senso di colpa e di insufficientezza in Lamberta. Questo tipo di atteggiamento può portare a una diminuzione della stima di sé e a una maggiore dipendenza emotiva.",Sì,0.0048503303,No
Manipolatore e Dipendente emotiva,"Speaker1: Spero che il weekend sia meno disastroso rispetto alle tue attese. Non c'è modo di fare qualcosa di diverso?"" ""Non so nemmeno io cosa potrebbe aiutarmi. Forse sono solo io che non sono fatto per stare bene. È una lotta continua che nessuno può capire."" ""Non dire così. Io ti capisco e voglio fare qualsiasi cosa per aiutarti. Non smetterò di cercare un modo per renderti felice, te lo prometto."" ""Promesse fatte da te che non vengono mantenute. Non ne vale la pena, non ne vale neanche la pena continuare."" ""Non smetterò. Voglio fare qualcosa per te. Posso chiedere al mio medico se puoi prendere qualcosa che ti aiuti."" ""Il tuo medico non può fare nulla. Non è che i farmaci siano la soluzione. È una situazione senza uscita.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Promesse fatte da te che non vengono mantenute. Non ne vale la pena, non ne vale neanche la pena continuare."" La frase è tossica perché il partner sta attaccando e discreditando l'altro, dicendo che non tiene mai le promesse e che non c'è speranza di cambiamento. Ciò può causare sensi di inutilità e disperazione nel partner, aumentando la sua disperazione e la sua perdita di fiducia.",Sì,0.00081589096,No
Manipolatore e Dipendente emotiva,"Speaker1: Ho appena avuto una discussione con il mio ragazzo. Mi sento così in colpa e vuota Chiara 10:00 Ciao Chiara, non so cosa dirti... Io sono sempre qui per te Matteo 10:05 Non so se è giusto, ma penso che non abbia senso stare con me. Sono un peso per te e ti sto solo causando guai Chiara 10:10 Cosa stai dicendo?! Io ti amo, ti voglio bene e sono qui per te, non per dirti che sei un peso. Tu non sei un peso, sei la mia luce Matteo 10:15 Non so... Non sono abituata a ricevere amore vero. Non sono abituata a sentirmi amata davvero Chiara 10:20 Per favore, non dire così. Non sei abituata a ricevere amore vero perché non l'hai mai ricevuto da qualcuno che veramente ti ami. Io ti voglio bene, Chiara. E lo voglio davvero. Cerca di fidarti di me Matteo 10:25 Cosa significa? Che io non sono abituata a ricevere amore vero? Che sono una persona non degna di amore? Che sono una persona non degna di vita? Chiara 10:30 No, non significa questo! Significa che non sei mai stata trattata con amore vero",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non sono abituata a ricevere amore vero. Non sono abituata a sentirmi amata davvero"" di Matteo. Questa frase è tossica perché Matteo sta suggerendo che Chiara non è degna di amore e che non è una persona amabile, questo tipo di affermazione può causare una forte sensazione di colpa e di non essere sufficiente.",Sì,0.024087314,No
