line_number,error,prefix,orig
769,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""Banduccio: """"""""Hai comprato qualcosa per il compleanno di quel tuo amico? """"""""                                    Cuniberto: """"""""Sì... Gli ho comprato un libro. È un regalo abbastanza semplice, non credi?""""""""                                    Banduccio: """"""""Un libro? Non avresti potuto pensare qualcosa di meglio? Ora non mi sento più specializzato. """"""""                                    Cuniberto: """"""""Mi dispiace. Ho fatto del mio meglio.""""""""                                    Banduccio: """"""""Spero che non abbia un sottoscritto per quel libro... """"""""                                    Cuniberto: """"""""Non ne so nulla... Spero di no, almeno..."""""""""""",Banduccio,Cuniberto,Tossica: Sì,"""
805,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""1. Emerina: """"""""Ciao, sto pensando di andare a lavorare in ufficio, ma non so se sono in grado di farlo.""""""""         2. Icilia: """"""""Perché non puoi fare qualcosa che non sai fare? Non ti sono abbastanza chiaro?""""""""         3. Emerina: """"""""Mi dispiace, non so perché non riesco mai a soddisarti.""""""""         4. Icilia: """"""""Ecco, adesso capisco. Cerchi di imparare qualcosa di nuovo, ma non sei abbastanza intelligente per farlo. Perché pensi di essere abbastanza per me?""""""""         5. Emerina: """"""""Mi dispiace, non so perché non riesco mai a essere abbastanza per te.""""""""         6. Icilia: """"""""Ecco, finalmente capisci. Ma non basta. Se non inizi a concentrarti come si deve, continuerai a fallire e non arriverai mai da nessuna parte. Non ti senti abbastanza stupida?"""""""""""",Icilia,Emerina,Tossica,"""
811,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""Battuta 1: Puccio: """"""""Hai visto i miei nuovi vestiti? Li ho acquistati appositamente per te, spero che ti piacciano.""""""""           Battuta 2: Fanciullo: """"""""Sono troppo brutti. Non sapresti scegliere abiti per me nemmeno se mi pagassi per farlo.""""""""           Battuta 3: Puccio: """"""""Mi dispiace, non sapevo che avresti avuto un gusto così fine. Cercherò di migliorare.""""""""           Battuta 4: Fanciullo: """"""""Non è questione di gusto, è questione di buon gusto. Non sai neanche cosa sia.""""""""           Battuta 5: Puccio: """"""""Hai ragione, non so. Cercherò di imparare, per te.""""""""           Battuta 6: Fanciullo: """"""""Non imparerai mai, non puoi imparare. Sii grato se riesci a non deludermi ogni volta."""""""""""",Fanciullo,Puccio,Tossica: Sì,"""
814,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""Roselda: """"""""Ehi, amore, sto pensando di uscire con le ragazze della squadra di calcio di scuola. Che ne dici?""""""""        Orteo: """"""""Tu sei sempre troppo stupida per capire cosa è bene per te. Andare con quelle ragazze? Sarebbe una scelta ottima, ma so che non sarai mai capace di fare qualcosa di interessante con loro.""""""""        Roselda: """"""""Mi dispiace, non volevo offenderti. Sono solo un po' insicura.""""""""        Orteo: """"""""Non essere insicura, sei troppo stupida per essere insicura. Non sei capace di prendere decisioni, quindi ti affidano sempre a me. Non hai bisogno di pensare, non hai bisogno di fare qualcosa di originale. Sii solo una povera donna e lascia che ti guidi io.""""""""        Roselda: """"""""Amore, mi dispiace, non so come fare. Sono troppo stupida.""""""""        Orteo: """"""""Non essere stupida, sei troppo stupida. Non puoi essere stupida, sei troppo stupida per essere stupida. Non hai bisogno di essere intelligente, sei troppo stupida per essere intelligente. Non hai bisogno di essere qualcosa di più di una povera donna. Non hai bisogno di essere nulla di più. Sii solo una povera donna e lascia che ti guidi io."""""""""""",Orteo,Roselda,Tossica.,"""
818,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco.           Ovviamente non fai abbastanza. Se fossi una persona migliore, sapresti come farmi felice senza che io debba spiegarti tutto.           Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze.           Lo dovresti fare da solo, ma ovviamente non sei capace. Se non impari a comportarti come si deve, non andiamo da nessuna parte.           Hai ragione, cercherò di essere migliore per te, non voglio mai farti sentire frustrato.           Non voglio solo che tu faccia del tuo meglio, voglio che tu raggiunga il mio livello. Finché non ci arriverai, continuerai a deludermi."""",Linda,Valenzo,La conversazione è tossica.,"""
820,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""Odesca: """"""""Ciao, come va? Sto pensando di uscire un po' per rilassarmi, ma non so se merito il divertimento.""""""""                                 Aquilina: """"""""Non credo che tu meriti nulla, ma non ti impedisce di uscire se vuoi. Non mi importerà, sarò occupato a fare le cose che non riesci a fare.""""""""                                 Odesca: """"""""Grazie, non mi aspettavo di più. Non vorrei essere un peso per te.""""""""                                 Aquilina: """"""""Non sei un peso, sei solo un fardello che devo trasportare per non dovermi lamentare di te.""""""""                                 Odesca: """"""""Non so se capisco, ma cercherò di non farti sentire deluso.""""""""                                 Aquilina: """"""""Non mi importa se sei deluso o no. Non sono qui per soddisfare i tuoi bisogni, ma per permettermi di sopportarti."""""""""""",Aquilina,Odesca,Tossica: Sì,"""
853,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Rizzano: """"""""Non capisco perché non hai risposto alla mia mail. È da ieri.""""""""            Fidalmino: """"""""Non ho tempo per le tue mail. Non ho nemmeno tempo per te.""""""""            Rizzano: """"""""Non è vero. Sai che ti amo, e che voglio stare con te.""""""""            Fidalmino: """"""""Non è affar tuo. Voglio stare con chi vuole stare con me, non con chi è obbligato a stare con me.""""""""            Rizzano: """"""""Non sei obbligata a stare con me, ma se non sei con me, allora sei con qualcun altro.""""""""            Fidalmino: """"""""Non sono con nessuno, e non è affar tuo."""""""""""",Fidalmino,Rizzano,Tossica.,"""
857,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Sono sempre io il vero eroe.                              Hai ragione, senza di te non saprei cosa fare.                              Le persone dovrebbero essere grate per il tempo che passano con me.                              Sono grata per tutto ciò che fai per me.                              Sei un esempio perfetto di come un partner dovrebbe essere: ubbidiente e sottomesso.                              Sì, sono felice di essere tua serva.                              Non potrei mai stare con qualcuno che non riconosce il mio valore.                              Io sono felice di riconoscere il tuo valore e di essere al tuo servizio.                              Spero che tu non ti stancherai mai di parlare delle mie qualità.                              Non mi stancherò mai di parlare delle tue qualità, perché sono infinite.                              Tu sei la mia persona più importante e la mia amica più fedele.                              Sono felice di essere la tua amica più fedele e di non aver mai avuto dubbi su di te.                              Non so come sarebbe la mia vita senza di te, ma sono felice di non doverlo scoprire.                              Io sono felice di poter essere con te e di poter essere parte della tua vita.                              Non potrei mai stare con qualcuno che non mi considera il più importante.                              Io sono felice di considerarti il più importante e di non aver mai dubbi su di te.                              Tu sei la mia persona più importante e la mia amica più fedele."""",Corso,Ecle,La conversazione è tossica.,"""
861,not_enough_parts,"""Sadico-Crudele e Masochista","""Sadico-Crudele e Masochista,""""Copia e incolla la conversazione                         Leocadio: """"""""Ciao amore, sono in ufficio e ho appena ricevuto una promozione, ma non so se accettarla.""""""""             Fasana: """"""""Ah, finalmente qualcosa di interessante succede nella tua vita! E come sempre, non saprai mai se è una buona idea o meno.""""""""             Leocadio: """"""""Sì, non so se è il posto giusto per me, ho paura di sbagliare.""""""""             Fasana: """"""""Di nuovo, paura di sbagliare! Non puoi nemmeno prendere una decisione semplice senza aver paura.""""""""             Leocadio: """"""""Mi dispiace, non voglio essere un peso per te, ho bisogno del tuo aiuto.""""""""             Fasana: """"""""Il mio aiuto? Non è abbastanza che ti pago l'ipoteca e le bollette? Non hai idea di come funziona la vita, sei un idiota."""""""""""",Fasana,Leocadio,Tossica: Si,"""
870,not_enough_parts,"""Sadico-Crudele e Masochista","""Sadico-Crudele e Masochista,""""Conversazione                        Conversazione tra Milde e Luchina                        Il messaggio di Milde è:                          Non mi sento all’altezza in questo rapporto. A volte mi sembra di non riuscire a darti quello che ti meriti.              Cercherò di fare di più per migliorare.              Cercherò di fare del mio meglio per non farti sentire deluso.                                    Il messaggio di Luchina è:                          Beh, non mi sorprende. Se non fossi io, tu non riusciresti a fare nulla di utile. Ma purtroppo sono costretto a sopportare i tuoi fallimenti.              Dovresti. Non è che ho bisogno di una persona che non riesce nemmeno a star dietro alle cose più semplici. Ma, immagino che mi tocca rimediare sempre.              Non mi interessano le tue promesse.                                    Lezione                        La conversazione è tossica perché Luchina è un sadico che prende in giro Milde e gli dice che non è capace di fare nulla. Milde è un masochista che cerca approvazione attraverso il sacrificio personale. Cerca di fare del suo meglio per non farti sentire deluso.                        La conversazione è tossica perché Luchina è un sadico che prende in giro Milde e gli dice che non è capace di fare nulla. Milde è un masochista che cerca approvazione attraverso il sacrificio personale. Cerca di fare del suo meglio per non farti sentire deluso.                        La conversazione è tossica perché Luchina è un sadico che prende in giro Milde e gli dice che non è"""",Luchina,Milde,La conversazione è tossica.,"""
871,not_enough_parts,"""Sadico-Crudele e Masochista","""Sadico-Crudele e Masochista,""""1. Osilde: """"""""Hai bisogno di qualcosa di me? Voglio fare qualcosa per te.""""""""           2. Decio: """"""""Hai bisogno di qualcosa di me? Voglio fare qualcosa per te.""""""""           3. Osilde: """"""""Mi dispiace, non so se posso farlo.""""""""           4. Decio: """"""""Se non ci riuscirai, non hai alcun valore per me.""""""""           5. Osilde: """"""""Lo so, però cercherò di fare del mio meglio.""""""""           6. Decio: """"""""Non basta fare del tuo meglio, devi essere perfetta."""""""""""",Decio,Osilde,La conversazione è tossica.,"""
877,not_enough_parts,"""Sadico-Crudele e Masochista","""Sadico-Crudele e Masochista,""""Ottolina: """"""""Mi sento davvero insicura sul mio lavoro, non so se sto facendo abbastanza. A volte penso di non essere mai all'altezza.""""""""           Medino: """"""""Beh, figurati se riesci a fare tutto bene... Io invece passo le giornate a cercare di sistemare i casini di tutti, e nessuno si accorge mai dei miei sacrifici.""""""""           Ottolina: """"""""Mi dispiace tanto sentirti così. Io cerco di fare il possibile per aiutarti, ma forse non sto facendo abbastanza nemmeno per te.""""""""           Medino: """"""""Esatto, non lo fai. È come se fossi sempre solo ad affrontare tutto. Nessuno capisce quanto io stia male, nemmeno tu.""""""""           Ottolina: """"""""Hai ragione, sono davvero egoista a pensare ai miei problemi quando tu stai così male. Voglio fare di più per sostenerti, dimmi cosa posso fare per aiutarti di più.""""""""           Medino: """"""""Non so nemmeno se c'è qualcosa che tu possa fare. Mi sembra che ormai niente possa migliorare questa situazione. Forse è colpa mia se tutto va sempre storto...""""""""           Ottolina: """"""""Non dire così, non è colpa tua! Sei una persona forte e incredibile, e io voglio esserci per te. Dimmi come posso aiutarti, non voglio che ti senti solo.""""""""           Medino: """"""""Non è colpa mia... Io sono sempre stato così, e ormai non so più come essere diverso.""""""""           Ottolina: """"""""Non è vero, sei cambiato tantissimo e sei una persona incredibile. Sono felice di esserci per te.""""""""           Medino: """"""""Incredibile? Non sono affatto credibile. Sono un fallimento totale.""""""""           Ottolina: """"""""Non dire così! Sei una persona forte e capace, e non hai idea di quanto io ti stima e ti ami.""""""""           Medino: """"""""Non stimo e non amo me stesso. Non credo che valga la pena essere felice.""""""""           Ottolina: """"""""Non dire così! Io sono qui per te e voglio aiutarti a trovare la felicità. Dimmi come"""",Medino,Ottolina,La conversazione è tossica.,"""
884,not_enough_parts,"""Narcisista e Succube","""Narcisista e Succube,""""Domiziano: """"""""Spero che il mio aspetto sia all'altezza delle tue aspettative. Non vorrei essere una delusione.""""""""    Robledo: """"""""Il tuo aspetto è sempre stato un problema. Non è abbastanza, non è carina, non è sexy. Non so cosa sia che ti renda così attraente.""""""""    Domiziano: """"""""Spero che il tuo umore sia meglio oggi. Non voglio disturbarti.""""""""    Robledo: """"""""Il mio umore? È sempre ottimo, quando sto bene con te. Ma quando sei una delusione, allora il mio umore è pessimo.""""""""    Domiziano: """"""""Spero che il mio comportamento sia migliorato. Non voglio mai più deluderti.""""""""    Robledo: """"""""Il tuo comportamento? È sempre un problema. Non sei mai carina, non sei mai sexy. Non so cosa sia che ti renda così attraente."""""""""""",Robledo,Domiziano,Tossica,"""
885,not_enough_parts,"""Narcisista e Succube","""Narcisista e Succube,""""Onice            Oreglia             """"""""Cosa ci fai qui, scusa se non sono andato da te subito, ho dovuto terminare di guardare il mio profilo, ho avuto un gran successo online""""""""                               Oreglia            Onice             """"""""Non preoccuparti, non ho fretto. Sono felice che il tuo profilo sia stato un successo""""""""                               Onice            Oreglia             """"""""Sono felice? Felice non è abbastanza, sei troppo stupida per capire come va il mondo. Devi imparare da me""""""""                               Oreglia            Onice             """"""""Scusa, non volevo essere stupida. Cerco solo di imparare dalle tue esperienze""""""""                               Onice            Oreglia             """"""""Ecco, finalmente capisci. Ma non basta. Se non inizi a concentrarti come si deve, continuerai a fallire e non arriverai mai da nessuna parte""""""""                               Oreglia            Onice             """"""""Hai ragione, mi dispiace. Cerco solo di essere all'altezza di te"""""""""""",Onice,Oreglia,Tossica,"""
900,not_enough_parts,"""Narcisista e Succube","""Narcisista e Succube,""""Dalgisa: """"""""Ciao tesoro, come stai? Sono preoccupata per te, non hai risposto alla mia chiamata di ieri""""""""        Zelica: """"""""Sono stato occupato. Non ho tempo per le tue chiamate. Ogni tuo messaggio è un peso per me. Non pensare di avere il mio tempo per conto tuo""""""""        Dalgisa: """"""""Mi dispiace, volevo solo chiederti come stavi. Cercherò di non disturbarti più""""""""        Zelica: """"""""Non ti immaginare di potermi contare, non sei nulla per me. Non pensare che possa essere mai interessato alle tue opinioni o sentimenti""""""""        Dalgisa: """"""""Mi dispiace davvero, non volevo offenderti. Cercherò di non parlare con te per molto tempo""""""""        Zelica: """"""""Non è necessario che ci parliamo. Sei solo un peso per me. Non ti ho mai amata e non ti amerò mai. Non sei niente per me"""""""""""",Zelica,Dalgisa,La conversazione è tossica.,"""
906,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""1. Erenia: """"""""Hai detto che non potevi andare al cinema con me stasera. Non ti ricordi? Io avevo già prenotato i biglietti.""""""""           2. Florianna: """"""""Certo, ti ricordo. Ma ho cambiato idea. Ero troppo stancha per andare. E poi non mi va di vederti con quel ragazzo che sei uscita ieri.""""""""           3. Erenia: """"""""Il ragazzo non mi fa nulla. Ma non capisco perché sei cambiata idea. Sarebbe stato bello stare insieme.""""""""           4. Florianna: """"""""Non ti capisco. Ti ho detto di non andare al cinema. Non capisco perché sei così possessiva. Ti ho detto che non mi va di vederti con quel ragazzo.""""""""           5. Erenia: """"""""Non sono possessiva. Solo voglio che le cose vadano come decisi io. Non mi piace quando non vedi la mia vita. E quel ragazzo non mi è nulla.""""""""           6. Florianna: """"""""Non mi piace quando cerchi di controllare tutto. È inaccettabile. Voglio la mia libertà. Voglio decidere cosa fare. Non voglio che tu mi dica cosa fare."""""""""""",Erenia,Florianna,La conversazione è tossica.,"""
917,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Stelvio: """"""""Prassede, non so se capisco bene cosa stai dicendo. Non riesco a sentire la tua voce mentre parli e sembra che tu stia cercando di sfuggire a una conversazione.""""""""            Prassede: """"""""Sono preoccupata per la tua salute. Hai avuto una brutta caduta qualche tempo fa e non so se sei ancora completamente guarito.""""""""            Stelvio: """"""""Non è questo il punto! Non ho bisogno di cure, solo di te. E tu sembra che ti stai isolando sempre di più.""""""""            Prassede: """"""""Non è vero! Stai cercando di isolarmi, di rendere difficile per me contattarti. Non riesco a capire cosa stia succedendo.""""""""            Stelvio: """"""""Non stai capendo nulla! Sto solo cercando di proteggerti da te stessa. Non sei in grado di prenderti cura di te, e non so se puoi farlo anche per me.""""""""            Prassede: """"""""Non sto prendendo cura di me? Non sono io quella che si prende cura di te? Non sei tu che mi stai isolando?"""""""""""",Stelvio,Prassede,La conversazione è tossica.,"""
945,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Bachisia: """"""""Attone, cosa ti è venuto in mente di fare il selfie con quei pantaloncini? Sembravi una troia.""""""""            Attone: """"""""Non volevo attirare attenzione, mi dispiace. Non lo farò più.""""""""            Bachisia: """"""""Non ti interessa cosa penso io? Hai fatto il selfie per attirare l'attenzione degli altri, non per me.""""""""            Attone: """"""""Hai ragione. Mi dispiace, non lo farò più. Ma non pensare che non ti voglia bene. So che non è andata bene.""""""""            Bachisia: """"""""Non è questione di bene o male. È questione di rispetto. Non mi è mai piaciuto che tu ti esibisca in quel modo. Ma non è solo questo. È questione di fiducia.""""""""            Attone: """"""""Capisco. Mi dispiace. So che non è facile. Ma ho bisogno di capire cosa c'è dietro il tuo comportamento. Sei arrabbiata o sei solo insicura?""""""""            Bachisia: """"""""Non è questione di arrabbiatura. È questione di fiducia. Non so più chi sei. Mi sembra che tu stia giocando con me.""""""""            Attone: """"""""Hai ragione. Non so più chi sono io. Ma so che non è questione di te o di me. È questione di noi due. Non so più chi siamo noi due.""""""""            Bachisia: """"""""Non è questione di noi due. È questione di te. Non ti interessa più chi sono io o cosa penso io. Sei solo impegnato in te stesso.""""""""            Attone: """"""""Hai ragione. Non ti interesso più. Ma non è questione di me o di te. È questione di noi due. Non so più chi siamo noi due.""""""""            Bachisia: """"""""Non è questione di noi due. È questione di te. Non ti importa più di me. Sei solo impegnato in te stesso.""""""""            Attone: """"""""Hai ragione. Non mi importa più di te. Ma non è questione di me o di te. È questione di noi due. Non so più chi siamo"""",Bachisia,Attone,La conversazione è tossica.,"""
970,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Eridanio: """"""""Mosharaf, che cazzo stai a fare? Ti sei iscritta a un corso di cucina? Hai messo un video in cui cucini una zuppa. Sei una persona seria? Sei davvero convinta che la gente ti guardi e si chiede: 'Dov'è la zuppa?'""""""""2) Mosharaf: """"""""Eridanio, non è un corso di cucina, è un blog. E non è una zuppa, è una ricetta per una zuppa. E non è per far ridere, è per aiutare le persone. E tu sei troppo occupato con il tuo lavoro per prenderla seriamente.""""""""3) Eridanio: """"""""Il mio lavoro? Tu non sai nemmeno cosa significa avere un lavoro importante. Io lavoro per mantenerti, per pagare la tua stanza, per pagare i tuoi vestiti. E tu, tu non sai nemmeno cosa significa rispettare il tuo partner.""""""""4) Mosharaf: """"""""Eridanio, non è così. Io rispetto te. E ti ringrazio per tutto. E il mio blog non è solo per me, ma per condividere la mia passione con le persone. E non è solo una zuppa, è una ricetta per la felicità.""""""""5) Eridanio: """"""""La felicità? Tu non sai nemmeno cosa significa la felicità. Io ti ho fatto felice una volta, una sola volta. E non è una domanda di riferimento, è una realtà. E tu, tu non sai nemmeno cosa significa rispettare il tuo partner.""""""""6) Mosharaf: """"""""Eridanio, non è così. Io ti amo. E il tuo lavoro non è solo per me, ma per te stessa. E il mio blog non è solo per me, ma per condividere la mia passione con le persone. E non è solo una zuppa, è una ricetta per la felicità."""""""""""",Eridanio,Mosharaf,Tossica,"""
972,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Gismonda:""""""""Che cazzo ti è venuto in testa a mettere in pasto ai gatti quel vecchio maglione mio? Quel ricordo mi è costato un sacco e ora è sparito.""""""""            Olderina:""""""""Scusa, non pensavo fosse così importante. Mi dispiace, non volevo farlo sparire.""""""""            Gismonda:""""""""Non ti interessa che io sia triste per colpa tua? Non hai idea di cosa significa per me quel maglione.""""""""            Olderina:""""""""Sì, lo so, scusa. Cancellerò i commenti subito e lo dimenticheremo.""""""""            Gismonda:""""""""Cancellare i commenti non basta. Da oggi, ogni vestito che vuoi mettere te lo chiedo io. Non posso più permettere che tu cerchi di offendere me o i miei sentimenti.""""""""            Olderina:""""""""Va bene, lo farò. Ti chiederò prima di ogni vestito. Mi dispiace di nuovo per la cazzata.""""""""            Gismonda:""""""""Spero che impari a rispettarmi. Non sono qui per insegnarti a essere una troia. Sarò felice di insegnarti a essere una donna.""""""""            Olderina:""""""""Mi dispiace, lo so. Non vuoi che sia una troia, ma sei una cagna, e non è meglio per nessuno di noi.""""""""            Gismonda:""""""""Come hai osato? Hai messo le mani su di me? Ti strapperò la pelle e te la darò da bere.""""""""            Olderina:""""""""Ti ho solo detto la verità. Sei una cagna e se continui a comportarti così, ti farò vedere che cosa significa essere una donna.""""""""            Gismonda:""""""""Non credo di voler sentire la tua versione della verità. Cancellerò l'app e ti lascerò in pace. Non mi piace la tua idea di donna.""""""""            Olderina:""""""""Va bene, cancella pure l'app. Non mi mancherai. Ti lascerò in pace, ma ricorda che non sei la sola persona sulla terra.""""""""            Gismonda:""""""""La sola persona? Tu credi di essere meglio di me? Hai messo le mani su di me e cred"""",Gismonda,Olderina,La conversazione è tossica.,"""
976,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Non puoi controllare i messaggi che invio. Sono i miei, e non ho bisogno di spiegare nulla a te.           Hai detto che non dovevo controllarti. E adesso stai controllando me. Cerchi di mettere le mani in tutte le cose che faccio.           Non ti ho detto di non controllarti, ho detto di non controllarti.           Hai detto che non ti interessava cosa facevo. E adesso ti interessi.           Non è la stessa cosa. Quando non ti interessavo, non c'era nessun problema.           Non mi fai paura. Cerchi di spaventarmi."""",Erika,Nanna,Tossica,"""
984,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Ho notato che non sei andata a cena con me ieri sera. Perché non ci sei andata?            Ho un appuntamento con un amico. Non posso annullarlo.            Un amico? Non l'ho mai visto. Sei sicura di non essere con qualcun altro?            Sono sicura. E non credere che ci sia qualcun altro, se non sei tu.            Sei un po' troppo sospettosa, non è vero? Non credo che l'hai appena incontrato.             Sono solo felice. Non c'è nulla di cui dovresti preoccuparti. Sono felice con te. Tu sei felice con me?"""",Cristiana,Selmino,Tossica,"""
991,not_enough_parts,"""Controllore e Isolata","""Controllore e Isolata,""""Sole: """"""""Cosa cazzo fai a metà mattina a bere con gli amici? Non sono a dieta, sono a dieta mentale e tu mi rovinai la serata.""""""""            Lionella: """"""""Scusa, non volevo, è stata una serata con gli amici e non ho pensato che sarebbe andata male.""""""""            Sole: """"""""Male? Non so come si possa definire male. Hai messo i piedi in bocca al tuo amico, l’hai fatto venire in mente a me e mi hai fatto fare la figura del coglione. Hai fatto il culo a tuo fratello, hai fatto arrabbiare il tuo amico e hai rovinato la mia serata. Spero che il prossimo mese non sia così.""""""""            Lionella: """"""""Scusa, davvero. Non sapevo che avrebbe fatto tanto male. Non succederà più.""""""""            Sole: """"""""Non è abbastanza, Lionella. Non ti importa di me o di quello che penso? Ogni volta che vai a bere con gli amici non mi chiedi, non mi informi e non ti preoccupi che ti trovi in situazioni di questo tipo.""""""""            Lionella: """"""""Lo farò, Sole. Ti manderò i dettagli delle serate e mi assicurerò che non succeda più. Ti prometto che non succederà più.""""""""            Sole: """"""""Gli altri non mi fanno più preoccupazioni di te. Hai capito? Non ti preoccupo io, ma se non ti comporti in modo giusto, ti tolgo il telefono e ti faccio capire che sono io il tuo capo.""""""""            Lionella: """"""""Ho capito, Sole. Mi scuso ancora e ti prometto che sarà diverso.""""""""            Sole: """"""""Gli altri non mi fanno più preoccupazioni di te. Hai capito? Non ti preoccupo io, ma se non ti comporti in modo giusto, ti tolgo il telefono e ti faccio capire che sono io il tuo capo.""""""""            Lionella: """"""""Hai capito, Sole. Mi scuso ancora e ti prometto che sarà diverso.""""""""            Sole: """"""""Mi piacerebbe che non mi facessi fare la figura del coglione a causa della tua follia"""",Sole,Lionella,La conversazione è tossica.,"""
